Ilce,OdaSayisi,BrutM2, NetM2,BulunduguKat,BinaYasi,IsınmaTipi,KatSayisi,KrediyeUygunluk,EsyaDurumu,BanyoSayisi,YapininDurumu,Takas,SatisFiyati,TapuDurumu,Cephe
Merkezefendi,3,120,105,0. Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2550000,,
Merkezefendi,4,140,135,0. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3100000,Kat İrtifakı,"Güney, Doğu, Batı"
Merkezefendi,3,110,95,0. Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1650000,Kat Mülkiyeti,
Merkezefendi,4,140,135,3. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,4500000,,
Merkezefendi,4,160,154,5. Kat,25,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1990000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,5,220,200,1. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,6750000,Kat Mülkiyeti,
Merkezefendi,4,130,120,1. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,2850000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,120,105,3. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2550000,Kat İrtifakı,
Merkezefendi,5,185,160,3. Kat,4,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Evet,3150000,Kat İrtifakı,Güney
Merkezefendi,4,130,120,2. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,4000000,,"Güney, Doğu"
Merkezefendi,5,220,200,0. Kat,16,Kombi,3,Uygun,Bilinmiyor,2,İkinci El,Evet,2175000,Kat Mülkiyeti,"Güney, Batı"
Merkezefendi,3,125,115,3. Kat,26,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1199999,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,3,120,115,0. Kat,0,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,2230000,,
Merkezefendi,3,110,100,2. Kat,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1350000,,
Merkezefendi,4,150,140,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,6000000,Kat Mülkiyeti,
Merkezefendi,6,300,295,5. Kat,11,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Evet,7000000,,
Merkezefendi,4,165,160,5. Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,4250000,,
Merkezefendi,4,190,170,3. Kat,0,Kombi,5,Uygun değil,Eşyalı Değil,2,Sıfır,Hayır,5000000,,
Merkezefendi,5,180,170,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,5150000,,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,108,100,2. Kat,1,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2100000,,
Merkezefendi,3,130,120,0. Kat,15,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1349000,,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,5,200,186,2. Kat,18,Kombi,3,Uygun,Bilinmiyor,2,İkinci El,Bilinmiyor,3500000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,3,120,110,0. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2500000,,
Merkezefendi,4,190,160,3. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,6500000,Kat Mülkiyeti,"Kuzey, Doğu"
Merkezefendi,4,145,125,2. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2999000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,2,60,55,1. Kat,9,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1450000,,
Merkezefendi,3,110,95,0. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2300000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,115,105,0. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2350000,Kat İrtifakı,
Merkezefendi,4,140,130,3. Kat,10,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Evet,1750000,Kat Mülkiyeti,Batı
Merkezefendi,2,50,35,0. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı,1,Sıfır,Evet,1400000,Kat Mülkiyeti,
Merkezefendi,3,120,110,0. Kat,4,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1950000,,
Merkezefendi,3,110,100,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2250000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,110,100,2. Kat,0,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Hayır,3000000,Kat Mülkiyeti,
Merkezefendi,3,105,100,2. Kat,7,Kombi,3,Bilinmiyor,Eşyalı Değil,1,İkinci El,Hayır,2450000,Kat Mülkiyeti,
Merkezefendi,4,200,190,2. Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,2,Sıfır,Evet,6750000,,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,80,70,8. Kat,3,Yerden Isıtma,8,Uygun,Eşyalı,2,Sıfır,Hayır,2250000,,
Merkezefendi,3,120,110,3. Kat,31,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Evet,1800000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,4,170,160,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,130,120,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,3150000,Kat Mülkiyeti,
Merkezefendi,3,120,105,2. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3250000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,3,120,110,0. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1950000,,
Merkezefendi,4,135,120,3. Kat,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2200000,Kat Mülkiyeti,Doğu
Merkezefendi,4,160,140,2. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4250000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,155,150,4. Kat,4,Kombi,7,Bilinmiyor,Eşyalı Değil,1,İkinci El,Bilinmiyor,4000000,,
Merkezefendi,5,195,190,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,9000000,,
Merkezefendi,3,70,60,4. Kat,8,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1280000,,
Merkezefendi,3,135,130,3. Kat,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1895000,,
Merkezefendi,4,145,135,2. Kat,15,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2950000,Kat İrtifakı,Doğu
Merkezefendi,3,100,90,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2400000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,115,105,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,2499000,Kat İrtifakı,"Güney, Doğu, Batı"
Merkezefendi,4,130,129,3. Kat,4,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3700000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,100,95,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2200000,Kat Mülkiyeti,
Merkezefendi,4,160,155,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,3150000,,
Merkezefendi,4,155,145,2. Kat,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,3200000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,145,140,4. Kat,15,Kombi,4,Bilinmiyor,Eşyalı Değil,1,İkinci El,Hayır,2800000,Kat Mülkiyeti,
Merkezefendi,4,160,145,1. Kat,2,Yerden Isıtma,5,Uygun değil,Eşyalı Değil,1,Sıfır,Hayır,3300000,Kat Mülkiyeti,
Merkezefendi,3,100,80,0. Kat,10,Kombi,3,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1549000,,
Merkezefendi,4,160,150,0. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000,,
Merkezefendi,8,325,300,9. Kat,14,Kombi,9,Uygun,Eşyalı Değil,2,İkinci El,Bilinmiyor,5750000,Kat Mülkiyeti,
Merkezefendi,6,280,255,3. Kat,9,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Hayır,3500000,,
Merkezefendi,4,150,135,3. Kat,1,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,3600000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,4,180,160,1. Kat,26,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2000000,Kat Mülkiyeti,
Merkezefendi,4,172,157,2. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000,Kat Mülkiyeti,"Kuzey, Güney, Doğu"
Merkezefendi,3,120,110,0. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,3800000,,
Merkezefendi,3,115,90,2. Kat,4,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1950000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,180,150,3. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,5,205,200,3. Kat,4,Merkezi (Pay Ölçer),8,Uygun,Eşyalı Değil,2,İkinci El,Evet,5500000,Kat Mülkiyeti,
Merkezefendi,4,190,170,2. Kat,0,Yerden Isıtma,3,Uygun değil,Eşyalı Değil,2,Sıfır,Evet,6500000,,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,5,220,190,1. Kat,1,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,6250000,Kat İrtifakı,
Merkezefendi,4,150,140,3. Kat,15,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2730000,Kat İrtifakı,"Güney, Doğu"
Merkezefendi,3,130,110,0. Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3250000,Kat İrtifakı,
Merkezefendi,3,90,80,2. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2100000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,100,95,2. Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,2,Sıfır,Hayır,1900000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,160,145,2. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Hayır,5250000,Kat İrtifakı,"Kuzey, Doğu"
Merkezefendi,3,110,109,3. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2900000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,2,65,60,4. Kat,5,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1550000,,
Merkezefendi,3,120,110,0. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1850000,,
Merkezefendi,3,120,110,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3300000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,110,100,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3250000,Kat Mülkiyeti,
Merkezefendi,4,150,138,4. Kat,31,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1698000,Kat Mülkiyeti,
Merkezefendi,4,145,140,2. Kat,22,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1944500,,
Merkezefendi,4,165,160,3. Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,2100000,Kat İrtifakı,Kuzey
Merkezefendi,4,150,130,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,4000000,Kat İrtifakı,"Güney, Doğu"
Merkezefendi,4,150,135,4. Kat,35,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1550000,,
Merkezefendi,4,150,145,0. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2800000,,
Merkezefendi,3,120,100,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1850000,Kat Mülkiyeti,
Merkezefendi,4,144,115,3. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,3250000,Kat Mülkiyeti,"Kuzey, Güney, Doğu"
Merkezefendi,4,145,130,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3750000,,
Merkezefendi,3,65,60,3. Kat,11,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1450000,Kat Mülkiyeti,
Merkezefendi,4,145,140,3. Kat,0,Yerden Isıtma,5,Uygun,Bilinmiyor,2,Sıfır,Bilinmiyor,3700000,,
Merkezefendi,4,150,140,3. Kat,8,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1899000,,
Merkezefendi,3,115,100,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,2000000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,190,170,0. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,4750000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,150,136,5. Kat,28,Merkezi,6,Bilinmiyor,Bilinmiyor,1,İkinci El,Bilinmiyor,2825000,,
Merkezefendi,2,70,55,2. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı,1,Sıfır,Bilinmiyor,2500000,Kat Mülkiyeti,
Merkezefendi,3,120,110,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2350000,,
Merkezefendi,5,240,220,3. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,7000000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,140,130,7. Kat,31,Kat Kaloriferi,8,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1500000,Kat Mülkiyeti,
Merkezefendi,2,50,45,2. Kat,0,Kombi,4,Uygun,Eşyalı,1,Sıfır,Evet,1390000,Kat Mülkiyeti,
Merkezefendi,4,167,133,3. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,4300000,,
Merkezefendi,4,168,160,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3100000,,
Merkezefendi,3,90,80,0. Kat,1,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2100000,,
Merkezefendi,4,150,145,3. Kat,15,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2350000,Kat İrtifakı,"Güney, Doğu"
Merkezefendi,3,135,125,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2500000,,
Merkezefendi,3,120,110,0. Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3500000,,
Merkezefendi,3,115,95,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1940000,Kat Mülkiyeti,
Merkezefendi,4,150,135,3. Kat,9,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3000000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,100,90,1. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1750000,,
Merkezefendi,4,180,170,2. Kat,5,Yerden Isıtma,5,Uygun değil,Eşyalı Değil,2,İkinci El,Hayır,5200000,Kat Mülkiyeti,"Güney, Batı"
Merkezefendi,4,135,125,0. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2100000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,140,130,3. Kat,13,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2400000,,
Merkezefendi,4,145,130,2. Kat,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2600000,,
Merkezefendi,3,115,100,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1600000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,160,150,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,4000000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,3,120,110,3. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1850000,Kat Mülkiyeti,Güney
Merkezefendi,4,150,145,3. Kat,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,2550000,,
Merkezefendi,3,65,60,4. Kat,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,1285000,Kat Mülkiyeti,
Merkezefendi,3,80,68,1. Kat,5,Kat Kaloriferi,4,Uygun değil,Eşyalı Değil,1,İkinci El,Hayır,1200000,Kat Mülkiyeti,
Merkezefendi,4,142,140,2. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3300000,,
Merkezefendi,4,140,125,0. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3750000,,
Merkezefendi,4,210,180,-1. Kat,14,Kombi,5,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2575000,,
Merkezefendi,4,160,155,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3200000,,
Merkezefendi,4,160,145,3. Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3700000,Kat Mülkiyeti,
Merkezefendi,5,220,187,3. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,6500000,Kat Mülkiyeti,Güney
Merkezefendi,4,150,140,2. Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3750000,,
Merkezefendi,4,170,154,5. Kat,30,Kombi,7,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2390000,,
Merkezefendi,4,180,170,4. Kat,20,Merkezi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2790000,,
Merkezefendi,5,220,196,3. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Hayır,7250000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,4,160,155,1. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,4500000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,160,155,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3100000,,
Merkezefendi,4,160,145,2. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,4199000,Kat Mülkiyeti,
Merkezefendi,4,150,135,3. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2970000,Kat Mülkiyeti,
Merkezefendi,3,118,117,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,3200000,,
Merkezefendi,3,95,85,1. Kat,0,Kombi,1,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2499000,,
Merkezefendi,2,60,55,1. Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1475000,Kat Mülkiyeti,
Merkezefendi,3,110,100,1. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,2650000,,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,150,130,2. Kat,20,Kombi,4,Uygun değil,Eşyalı Değil,1,İkinci El,Hayır,1900000,Kat Mülkiyeti,Kuzey
Merkezefendi,3,95,90,0. Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,1999999,Kat İrtifakı,"Doğu, Batı"
Merkezefendi,2,55,45,0. Kat,5,Kombi,2,Uygun,Eşyalı,1,İkinci El,Hayır,999000,,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,145,125,-2. Kat,8,Merkezi,7,Bilinmiyor,Eşyalı Değil,2,İkinci El,Bilinmiyor,3599000,,
Merkezefendi,6,205,185,4. Kat,11,Kombi,4,Bilinmiyor,Eşyalı Değil,3,İkinci El,Hayır,5250000,,
Merkezefendi,3,120,110,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,3200000,,
Merkezefendi,3,120,100,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2200000,Kat Mülkiyeti,
Merkezefendi,2,85,80,1. Kat,8,Kombi,4,Bilinmiyor,Bilinmiyor,1,İkinci El,Bilinmiyor,1540000,,
Merkezefendi,4,165,145,3. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3750000,,
Merkezefendi,5,170,160,3. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Hayır,6500000,,
Merkezefendi,4,150,140,4. Kat,27,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1900000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,130,115,3. Kat,5,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Hayır,1750000,Kat İrtifakı,
Merkezefendi,4,160,140,3. Kat,3,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,İkinci El,Hayır,2870000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,4,160,135,7. Kat,16,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2250000,Kat Mülkiyeti,Kuzey
Merkezefendi,3,110,100,2. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3500000,Kat Mülkiyeti,
Merkezefendi,3,120,110,1. Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2500000,Kat Mülkiyeti,Güney
Merkezefendi,4,170,160,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000,Kat Mülkiyeti,
Merkezefendi,5,185,175,1. Kat,11,Kombi,4,Uygun değil,Eşyalı Değil,2,İkinci El,Hayır,3600000,Kat Mülkiyeti,
Merkezefendi,4,155,140,1. Kat,0,Yerden Isıtma,4,Uygun değil,Eşyalı Değil,1,Sıfır,Hayır,2870000,Kat Mülkiyeti,
Merkezefendi,4,150,145,2. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3400000,,
Merkezefendi,3,85,75,2. Kat,2,Yerden Isıtma,5,Uygun,Eşyalı,1,Sıfır,Hayır,1950000,Kat Mülkiyeti,
Merkezefendi,3,65,60,3. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2450000,Kat Mülkiyeti,
Merkezefendi,3,120,110,0. Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,1800000,,
Merkezefendi,4,160,140,1. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3580000,Kat Mülkiyeti,
Merkezefendi,2,55,45,2. Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1475000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,3,139,120,3. Kat,21,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1400000,Kat Mülkiyeti,
Merkezefendi,3,115,105,0. Kat,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2199000,Kat İrtifakı,"Güney, Doğu, Batı"
Merkezefendi,4,138,130,3. Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3800000,Kat İrtifakı,
Merkezefendi,3,120,110,1. Kat,31,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1600000,Kat Mülkiyeti,"Kuzey, Doğu"
Merkezefendi,5,208,190,2. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,İkinci El,Evet,5750000,Kat Mülkiyeti,
Merkezefendi,4,145,135,3. Kat,0,Yerden Isıtma,6,Uygun,Eşyalı Değil,1,Sıfır,Evet,3200000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,6,220,210,4. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,5600000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,160,150,3. Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3800000,Kat Mülkiyeti,
Merkezefendi,2,35,30,2. Kat,4,Kombi,7,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1050000,,
Merkezefendi,4,160,150,3. Kat,21,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Evet,3500000,Kat Mülkiyeti,
Merkezefendi,4,165,155,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000,,
Merkezefendi,4,150,145,1. Kat,10,Yerden Isıtma,9,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,3250000,,
Merkezefendi,3,100,90,2. Kat,30,Kombi,5,Bilinmiyor,Bilinmiyor,1,İkinci El,Bilinmiyor,1420000,,
Merkezefendi,3,130,125,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1875000,,
Merkezefendi,3,120,105,0. Kat,16,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1790000,,
Merkezefendi,4,170,155,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3750000,Kat Mülkiyeti,
Merkezefendi,2,55,50,1. Kat,8,Kombi,2,Uygun,Eşyalı,1,İkinci El,Evet,1350000,,
Merkezefendi,3,75,65,1. Kat,0,Yerden Isıtma,3,Bilinmiyor,Eşyalı Değil,1,Sıfır,Hayır,2100000,Kat Mülkiyeti,
