İlanNo,SonGuncellemeTarihi,ilce_pamukkale,ilce_merkezefendi,konut_tipi,toplam_oda,brutm2,netm2,bul_kat,bina_yas,isinma_belirtilmeyen,isinma_dogalgazsoba,isinma_yok,isinma_jeo ,isinma_katkalo,isinma_klima,isinma_kombi,isinma_merkezi,isinma_merkezipay,isinma_soba,isinma_yerden,bina_kat,kredi_bilinmiyor,kredi_uygun,kredi_uygundegil,esya_bilinmiyor,esya_var,esya_yok,toplam_banyo,yapi_ikinci,yapi_sifir,takas_bilinmiyor,takas_evet,takas_hayır,SatisFiyati,tapu_arsa,tapu_katirt,tapu_katmul,tapu_bos,cephe_kuzey,cephe_guney,cephe_dogu,cephe_bati,cephe_bos
89525-224,22.04.2024,0,1,1,4,195,180,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,1,0,6400000,0,0,1,0,0,1,1,0,0
137549-631,24.02.2024,0,1,1,2,50,45,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,1,0,1,0,1400000,0,0,1,0,0,1,1,0,0
132444-274,28.02.2024,0,1,1,3,115,100,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,2,0,1,0,0,1,2500000,0,0,1,0,1,1,1,1,0
131446-199,2.05.2024,0,1,1,5,195,180,4,1,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,1,0,5650000,0,0,1,0,0,1,1,1,0
121853-1477,6.05.2024,0,1,1,4,140,130,4,30,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,1,0,0,2350000,0,0,1,0,0,1,1,1,0
130837-898,13.05.2024,0,1,1,4,120,100,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,1,0,3750000,0,0,1,0,0,0,0,0,1
99579-1421,12.05.2024,0,1,1,3,135,125,3,26,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,1,1,0,0,0,1,1799900,0,0,1,0,0,0,0,0,1
134506-381,17.04.2024,0,1,1,3,120,110,0,28,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,0,1,1299000,0,0,0,1,1,1,1,1,0
128687-707,30.04.2024,0,1,1,2,50,45,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,1,0,1628000,0,0,1,0,1,0,0,1,0
67388-917,29.04.2024,0,1,1,3,95,90,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2450000,0,0,1,0,0,1,1,1,0
120415-498,13.03.2024,0,1,1,3,107,97,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,1900000,0,1,0,0,0,0,1,1,0
126549-615,25.04.2024,0,1,1,4,145,130,2,7,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,1,0,0,2,1,0,1,0,0,3599000,0,0,0,1,0,0,0,0,1
142376-33,15.05.2024,0,1,1,3,106,98,0,4,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,2,0,1,0,0,1,1750000,0,0,1,0,0,0,1,0,0
137436-331,6.05.2024,0,1,1,4,150,140,1,11,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,1,0,0,1,0,3095000,0,0,1,0,0,0,0,0,1
140093-621,3.05.2024,0,1,1,5,175,165,4,29,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,1,0,0,1,1,0,1,0,0,2570000,0,0,0,1,0,0,0,0,1
143854-20,5.05.2024,0,1,1,4,170,160,3,9,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,1,0,0,0,1,5200000,0,0,0,1,0,1,1,1,0
102131-32033,15.05.2024,0,1,1,5,180,175,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,1,0,4000000,0,0,1,0,1,1,1,1,0
129683-562,10.05.2024,0,1,1,3,115,100,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,2,0,1,1,0,0,2500000,0,0,0,1,0,0,0,0,1
69820-963,7.05.2024,0,1,1,4,140,120,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,1,0,3250000,0,1,0,0,1,1,1,1,0
118042-602,10.05.2024,0,1,1,3,100,80,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,1950000,0,1,0,0,1,1,1,1,0
142596-116,27.04.2024,0,1,1,3,110,100,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,1700000,0,0,1,0,0,0,0,0,1
135972-124,2.05.2024,0,1,1,4,155,125,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,0,1,0,1,0,3300000,0,0,1,0,1,1,1,1,0
139845-924,26.04.2024,0,1,1,3,130,125,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,0,1,0,1,0,2350000,0,0,0,1,0,0,0,0,1
102793-2403,13.03.2024,0,1,1,4,220,200,3,10,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,1,0,2750000,0,1,0,0,1,1,1,1,0
117504-1165,4.05.2024,0,1,1,5,220,200,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,1,0,0,7000000,0,1,0,0,0,0,0,0,1
132781-546,16.03.2024,0,1,1,3,115,98,0,12,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,1,0,0,2180000,0,0,0,1,0,0,0,0,1
89525-201,14.03.2024,0,1,1,5,270,245,2,5,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,1,0,0,1,0,9500000,0,0,1,0,0,1,1,0,0
131446-96,2.05.2024,0,1,1,4,180,170,2,17,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,1,0,4300000,0,0,1,0,0,1,1,0,0
121853-1471,22.04.2024,0,1,1,3,115,105,2,4,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,1,0,0,2750000,0,0,0,1,0,0,0,0,1
130837-896,13.05.2024,0,1,1,3,100,80,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,1,0,1,0,1900000,0,0,1,0,0,0,0,0,1
128169-385,19.03.2024,0,1,1,4,160,140,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,0,1,4500000,0,1,0,0,0,1,1,0,0
142215-31,3.05.2024,0,1,1,2,90,85,0,14,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,1470000,0,0,1,0,0,0,0,0,1
113032-256,14.04.2024,0,1,1,3,125,110,0,30,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,1,0,1249000,0,1,0,0,1,0,1,0,0
113131-68,24.04.2024,0,1,1,3,115,100,2,4,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,2525000,0,0,1,0,1,1,1,1,0
140156-52,28.03.2024,0,1,1,5,245,230,15,6,0,0,0,0,0,0,1,0,0,0,0,15,0,1,0,0,0,1,2,1,0,0,1,0,2900000,0,1,0,0,0,1,0,0,0
131207-134,20.03.2024,0,1,1,4,100,90,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,1920000,0,0,1,0,0,1,1,0,0
0-42211045,18.04.2024,0,1,1,4,136,112,2,14,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1940000,0,0,1,0,1,1,0,0,0
91390-1487,8.04.2024,0,1,1,3,90,80,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,1,0,1,0,1,0,2300000,0,0,1,0,1,1,1,1,0
137436-330,6.05.2024,0,1,1,4,150,140,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,1,0,3250000,0,0,1,0,0,0,0,0,1
140093-619,3.05.2024,0,1,1,3,120,105,3,8,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,2000000,0,1,0,0,1,1,1,1,0
131521-301,24.04.2024,0,1,1,3,110,95,4,49,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,1,0,1650000,0,1,0,0,1,1,1,1,0
143854-17,30.03.2024,0,1,1,3,100,80,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,2250000,0,0,1,0,0,1,1,1,0
138220-558,29.03.2024,0,1,1,4,160,140,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,0,1,3300000,0,0,0,1,1,1,1,1,0
102131-32032,15.05.2024,0,1,1,3,130,125,4,25,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,1,1,1,0,0,0,1,1395000,0,0,1,0,1,1,1,1,0
4766-15636,22.03.2024,0,1,1,4,132,130,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2850000,0,0,1,0,0,0,0,0,1
134506-308,6.05.2024,0,1,1,3,135,120,1,25,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,2500000,0,0,1,0,1,1,1,1,0
114752-663,20.02.2024,0,1,1,3,75,60,2,4,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,1,1,0,0,1,0,1950000,0,0,1,0,1,1,1,1,0
69820-960,7.05.2024,0,1,1,3,105,95,0,11,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,1,0,2499000,0,0,1,0,0,0,0,0,1
142376-4,16.03.2024,0,1,1,3,120,115,3,18,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,0,1,2300000,0,0,1,0,1,1,1,1,0
142596-115,27.04.2024,0,1,1,4,170,150,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,1,0,3300000,0,0,1,0,0,0,0,0,1
135972-117,22.04.2024,0,1,1,4,155,125,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,0,1,0,1,0,3500000,0,0,1,0,1,1,1,1,0
139845-862,30.04.2024,0,1,1,4,170,165,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,1,0,3800000,0,0,0,1,0,0,0,0,1
130837-894,13.05.2024,0,1,1,3,100,80,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,1,0,1,0,2950000,0,0,1,0,0,0,0,0,1
121853-1346,27.04.2024,0,1,1,3,160,140,4,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,1,0,1,0,0,2075000,0,0,0,1,0,0,0,0,1
113131-40,18.04.2024,0,1,1,4,160,140,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,1,0,3250000,0,0,1,0,1,1,1,1,0
144186-4,14.05.2024,0,1,1,3,75,65,3,6,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,1,0,1,1,0,0,1,0,1500000,0,0,1,0,0,0,0,0,1
0-42244792,5.05.2024,0,1,1,4,145,140,2,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,3180000,0,1,0,0,0,0,1,0,0
142276-42,25.03.2024,0,1,1,4,165,145,3,15,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,1,1,1,0,0,0,1,3600000,0,0,1,0,0,0,0,0,1
140991-52,2.05.2024,0,1,1,4,220,207,3,5,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,1,0,0,0,1,6390000,0,0,0,1,0,0,0,0,1
139369-91,22.04.2024,0,1,1,4,125,115,4,26,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,1,1,1,0,0,0,1,2475000,0,1,0,0,0,1,1,1,0
131665-106,4.03.2024,0,1,1,5,220,200,2,2,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,1,0,0,1,0,6250000,0,0,1,0,0,0,1,0,0
135973-44,10.05.2024,0,1,1,4,165,155,2,15,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,2350000,0,0,1,0,0,0,0,0,1
128687-706,30.04.2024,0,1,1,2,50,45,0,7,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,1,0,0,1,0,1295000,0,0,1,0,0,1,0,1,0
137436-329,6.05.2024,0,1,1,4,140,130,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,1,0,3250000,0,0,1,0,0,0,0,0,1
140093-612,5.05.2024,0,1,1,4,165,155,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,0,1,4250000,0,0,0,1,0,0,0,0,1
131521-292,31.03.2024,0,1,1,3,100,90,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,0,1,2300000,0,1,0,0,1,1,1,1,0
143854-16,29.03.2024,0,1,1,5,180,170,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,1,0,4900000,0,0,1,0,0,1,1,1,0
118042-633,13.05.2024,0,1,1,2,45,35,4,7,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,1,0,1,1,0,0,1,0,1180000,0,1,0,0,0,1,0,1,0
135938-280,20.03.2024,0,1,1,5,139,130,0,15,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,1720000,0,0,1,0,1,0,0,0,0
142596-111,27.04.2024,0,1,1,4,180,160,4,0,0,0,0,0,0,0,1,0,0,0,0,8,0,1,0,0,0,1,2,0,1,0,1,0,4500000,0,0,1,0,0,0,0,0,1
135972-86,18.04.2024,0,1,1,2,60,50,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,0,1,0,1,0,1900000,0,0,1,0,1,1,1,1,0
139845-847,16.04.2024,0,1,1,4,150,145,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,0,1,0,1,0,2900000,0,0,0,1,0,0,0,0,1
120415-524,6.03.2024,0,1,1,4,170,145,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,0,1,3275000,0,1,0,0,0,0,1,1,0
133566-163,8.05.2024,0,1,1,3,100,90,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,1,0,1,0,1,0,2350000,0,0,1,0,0,0,0,0,1
138559-16,31.03.2024,0,1,1,3,100,85,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,1849000,0,0,1,0,0,0,0,0,1
133161-128,26.03.2024,0,1,1,4,165,155,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,1,0,4500000,0,0,0,1,1,1,1,1,0
130837-893,13.05.2024,0,1,1,3,115,90,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,2445000,0,0,1,0,0,0,0,0,1
137028-116,30.04.2024,0,1,1,3,110,95,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,1,0,0,1750000,0,0,1,0,0,0,0,0,1
114752-888,24.02.2024,0,1,1,3,75,66,2,5,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,1,0,0,1,0,1949000,0,0,1,0,1,1,1,1,0
102793-2434,10.03.2024,0,1,1,3,75,60,4,8,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,1,1,0,1,0,0,1365000,0,0,1,0,0,0,0,0,1
99579-1484,30.04.2024,0,1,1,4,145,130,5,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,0,1,1,0,0,4450000,0,1,0,0,0,0,0,0,1
0-42484977,24.04.2024,0,1,1,4,190,165,1,20,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,1,0,1,0,0,3050000,0,0,0,1,0,0,0,0,1
133179-116,4.04.2024,0,1,1,3,120,115,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,1,0,2550000,0,0,0,1,0,0,0,0,1
0-42422042,27.03.2024,0,1,1,8,250,240,4,20,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,1,0,0,1,0,3500000,0,0,1,0,0,0,0,0,1
135657-381,7.04.2024,0,1,1,6,220,186,3,12,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,4750000,0,1,0,0,1,1,1,1,0
141433-28,6.03.2024,0,1,1,3,125,110,2,25,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,1,2600000,0,0,0,1,1,1,1,1,0
139369-13,22.04.2024,0,1,1,3,145,135,4,26,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,1,1,1,0,0,1,0,3425000,0,0,1,0,1,1,1,1,0
127829-282,5.04.2024,0,1,1,4,125,120,6,30,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,1,1,0,0,0,1,2099000,0,0,1,0,0,0,0,0,1
117504-1163,1.05.2024,0,1,1,4,170,150,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,1,0,0,4000000,0,1,0,0,0,0,0,0,1
113131-57,20.04.2024,0,1,1,3,110,90,2,4,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,0,0,1,0,1850000,0,0,1,0,1,1,1,1,0
69820-956,7.05.2024,0,1,1,4,155,145,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,1,0,3300000,0,0,1,0,0,1,1,1,0
137436-328,6.05.2024,0,1,1,4,135,120,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,1,0,3300000,0,0,1,0,0,0,0,0,1
140093-610,13.05.2024,0,1,1,4,170,160,3,10,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,1,0,0,0,1,3149000,0,0,0,1,0,0,0,0,1
143854-15,29.03.2024,0,1,1,3,120,110,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,2800000,0,0,1,0,0,1,1,1,0
102131-32030,15.05.2024,0,1,1,3,125,120,5,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,0,1,0,1,0,4200000,0,0,0,1,0,0,0,0,1
132332-636,10.04.2024,0,1,1,4,160,140,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,3500000,0,0,1,0,1,1,1,1,0
138220-436,20.03.2024,0,1,1,3,110,100,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,1,0,1,1,0,0,3400000,0,1,0,0,1,1,1,1,0
89525-214,22.04.2024,0,1,1,4,165,145,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,1,0,6500000,0,0,1,0,0,1,1,0,0
68295-633,10.03.2024,0,1,1,5,225,190,7,2,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0,0,0,1,2,0,1,0,1,0,5950000,0,1,0,0,0,1,0,1,0
139582-111,25.03.2024,0,1,1,3,60,50,4,8,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,1,1,0,0,0,1,1349000,0,0,0,1,0,0,0,0,1
4766-15471,9.03.2024,0,1,1,4,155,150,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,1,0,5250000,0,0,1,0,0,1,1,0,0
135046-2107,6.05.2024,0,1,1,4,150,145,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,1,0,0,2500000,0,0,0,1,0,0,0,0,1
142596-107,27.04.2024,0,1,1,3,120,100,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2200000,0,0,1,0,0,0,0,0,1
135972-85,18.04.2024,0,1,1,4,200,175,3,10,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,1,0,0,1,0,2750000,0,0,1,0,1,1,1,1,0
139845-813,8.05.2024,0,1,1,4,160,155,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,1,0,3300000,0,0,0,1,0,0,0,0,1
133652-206,7.05.2024,0,1,1,3,110,95,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2000000,0,0,1,0,1,1,1,1,0
139735-135,12.03.2024,0,1,1,3,120,105,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,1,0,3250000,0,0,1,0,0,1,1,0,0
141326-38,23.04.2024,0,1,1,4,165,140,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,1,0,4850000,0,0,0,1,1,1,1,1,0
130837-847,10.05.2024,0,1,1,3,110,100,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,1,0,1,0,1,0,3200000,0,0,1,0,0,0,0,0,1
94398-5434,24.04.2024,0,1,1,3,60,55,2,15,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,1,0,0,1350000,0,0,1,0,0,0,0,0,1
137837-356,8.04.2024,0,1,1,3,60,55,4,8,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,1,0,0,1349000,0,0,0,1,0,0,0,0,1
136300-270,5.04.2024,0,1,1,4,135,125,2,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,1,1,0,1,0,0,1,3550000,0,0,1,0,1,1,1,1,0
140663-287,28.03.2024,0,1,1,4,220,207,3,4,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,1,0,0,0,1,5990000,0,0,0,1,0,0,0,0,1
135657-379,13.05.2024,0,1,1,4,175,150,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,0,1,0,1,0,4350000,0,1,0,0,0,0,0,0,1
135386-140,18.03.2024,0,1,1,3,115,110,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,1,0,0,1750000,0,1,0,0,0,0,0,0,1
140742-39,28.04.2024,0,1,1,5,192,175,2,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,0,1,5750000,0,1,0,0,0,1,1,0,0
133179-16,17.04.2024,0,1,1,4,175,165,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,1,0,3750000,0,0,0,1,1,1,1,1,0
114752-887,24.02.2024,0,1,1,3,75,65,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,0,1,0,1,0,2250000,0,0,1,0,1,1,1,1,0
131521-283,11.05.2024,0,1,1,3,90,80,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,1600000,0,1,0,0,1,1,1,1,0
117504-1106,7.05.2024,0,1,1,4,185,150,5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,1,0,1,0,1,0,3750000,0,1,0,0,0,0,0,0,1
113131-55,20.04.2024,0,1,1,3,110,90,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,1,0,1,0,1,0,2250000,0,0,1,0,1,1,1,1,0
91390-1468,22.04.2024,0,1,1,6,270,230,3,4,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,2,1,0,0,1,0,4650000,0,0,0,1,0,1,1,0,0
120415-561,9.04.2024,0,1,1,3,95,80,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,1,0,0,1750000,0,0,0,1,0,0,0,0,1
137436-327,6.05.2024,0,1,1,3,130,110,3,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,1,0,3600000,0,0,1,0,0,0,0,0,1
140093-607,21.04.2024,0,1,1,3,110,100,2,6,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,1,0,0,1599000,0,0,1,0,0,0,0,0,1
143854-10,22.03.2024,0,1,1,5,190,175,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,1,0,5500000,0,0,1,0,0,1,1,0,0
137257-680,18.04.2024,0,1,1,4,150,140,2,10,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,1,0,0,3200000,0,0,1,0,0,0,0,0,1
133343-413,15.04.2024,0,1,1,4,160,150,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,1,0,1,0,1,0,4250000,0,1,0,0,0,0,0,0,1
102131-32029,15.05.2024,0,1,1,4,140,130,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,2,0,1,0,1,0,3050000,0,0,1,0,1,1,1,1,0
138220-81,29.03.2024,0,1,1,3,100,90,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,0,1,2700000,0,0,1,0,1,1,0,1,0
132332-69,30.03.2024,0,1,1,3,115,100,3,1,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,1,1,0,1,0,1,0,2099000,0,0,1,0,1,1,1,1,0
69820-971,7.05.2024,0,1,1,3,125,110,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,1,0,2500000,0,1,0,0,0,1,1,0,0
126156-475,7.05.2024,0,1,1,4,145,125,3,4,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,1,0,2750000,0,0,0,1,1,1,1,0,0
89525-229,22.04.2024,0,1,1,4,175,160,5,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,1,2,0,1,0,1,0,5500000,0,0,1,0,1,1,1,1,0
99579-1647,12.05.2024,0,1,1,4,135,120,1,26,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,1,1,0,0,1,0,1660000,0,0,1,0,0,0,0,0,1
135046-2105,3.05.2024,0,1,1,3,120,110,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,1,0,0,2100000,0,0,0,1,0,0,0,0,1
142596-103,27.04.2024,0,1,1,3,110,100,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,1850000,0,0,1,0,0,0,0,0,1
135972-77,1.05.2024,0,1,1,3,115,100,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2300000,0,0,1,0,1,1,1,1,0
